dataset,lambda,seed,metric,n_confident,n_uncertain,median_confident,median_uncertain,U,p_value,cliffs_delta,effect
telco,1.5,13,spearman,1279,479,0.03571428571428572,0.3142857142857143,217836.5,9.711211016104731e-21,-0.2888608499920835,small
telco,1.5,13,kendall,1279,479,0.04761904761904762,0.2,221821.5,4.364745894532955e-19,-0.2758515998765998,small
telco,1.5,13,jaccard,1279,479,0.42857142857142855,0.6666666666666666,284807.0,0.013752522654799515,-0.07023199557326398,negligible
telco,1.5,14,spearman,1291,467,-0.10714285714285716,0.21428571428571433,220789.0,9.364329469647811e-18,-0.26757306803649716,small
telco,1.5,14,kendall,1291,467,-0.06666666666666665,0.14285714285714288,216072.5,9.92829344636765e-20,-0.28321919001089735,small
telco,1.5,14,jaccard,1291,467,0.42857142857142855,0.42857142857142855,259490.5,1.543503223003211e-06,-0.13918795416132446,negligible
telco,1.5,15,spearman,1332,426,0.1785714285714286,0.3178571428571429,231436.5,9.800642907807495e-09,-0.18426701349236563,small
telco,1.5,15,kendall,1332,426,0.14285714285714288,0.23809523809523814,236232.5,1.824239001386995e-07,-0.16736278532053184,small
telco,1.5,15,jaccard,1332,426,0.6666666666666666,0.6666666666666666,228621.0,6.545100579266885e-11,-0.1941906695427822,small
telco,1.5,16,spearman,1258,500,0.2,0.3714285714285715,251261.0,4.4810083789349844e-11,-0.2010779014308426,small
telco,1.5,16,kendall,1258,500,0.14285714285714288,0.3333333333333333,249333.0,1.0720140173921675e-11,-0.20720826709062,small
telco,1.5,16,jaccard,1258,500,0.42857142857142855,0.6666666666666666,273974.5,5.762547130724387e-06,-0.12885691573926872,negligible
telco,1.5,17,spearman,1314,444,0.028571428571428574,0.08571428571428573,276167.5,0.09280361996232069,-0.053274164575534466,negligible
telco,1.5,17,kendall,1314,444,0.04761904761904762,0.057142857142857134,277925.5,0.13569209301136098,-0.04724759005580925,negligible
telco,1.5,17,jaccard,1314,444,0.42857142857142855,0.6666666666666666,247987.0,4.368660482729177e-07,-0.1498793313861807,small
telco,1.5,18,spearman,1269,489,0.03571428571428572,0.10714285714285716,285208.0,0.00858295242806433,-0.0807762903659871,negligible
telco,1.5,18,kendall,1269,489,0.04761904761904762,0.06666666666666665,282086.5,0.00309150787502401,-0.0908368665406476,negligible
telco,1.5,18,jaccard,1269,489,0.42857142857142855,0.42857142857142855,285574.0,0.00540772269107289,-0.07959667451465735,negligible
telco,1.5,19,spearman,1231,527,0.3714285714285715,0.6,226304.0,8.19411797308678e-24,-0.3023243625691151,small
telco,1.5,19,kendall,1231,527,0.23809523809523814,0.39999999999999997,220863.0,1.8418192250030566e-26,-0.3190984944592339,small
telco,1.5,19,jaccard,1231,527,0.6666666666666666,0.6666666666666666,259841.5,5.279889189084252e-13,-0.19893115391907656,small
telco,2.0,0,spearman,1278,480,0.0,0.14285714285714288,250472.0,2.982043944753329e-09,-0.18338549817423055,small
telco,2.0,0,kendall,1278,480,-0.04761904761904762,0.07142857142857142,246127.5,1.5927119363196554e-10,-0.197549882629108,small
telco,2.0,0,jaccard,1278,480,0.42857142857142855,0.42857142857142855,287612.0,0.029620600640456088,-0.062297861241523256,negligible
telco,2.0,1,spearman,1342,416,0.028571428571428574,0.19999999999999998,213973.5,5.828362801674997e-13,-0.23344355439642328,small
telco,2.0,1,kendall,1342,416,0.0,0.14285714285714288,214888.5,1.1671246164098168e-12,-0.2301655823684512,small
telco,2.0,1,jaccard,1342,416,0.42857142857142855,0.6666666666666666,218036.5,4.664499539443657e-13,-0.21888792559899117,small
telco,2.0,2,spearman,1310,448,0.0,0.09999999999999999,240495.5,1.1344458801288547e-08,-0.18042700381679388,small
telco,2.0,2,kendall,1310,448,0.04761904761904762,0.06666666666666665,246732.5,4.6202536298375235e-07,-0.1591722328244275,small
telco,2.0,2,jaccard,1310,448,0.42857142857142855,0.6666666666666666,221177.0,1.0935051484043359e-16,-0.24626158669574705,small
telco,2.0,3,spearman,1251,507,-0.028571428571428574,0.28571428571428575,239251.0,6.571696641511844e-16,-0.24557080174125,small
telco,2.0,3,kendall,1251,507,-0.04761904761904762,0.2,237891.5,1.9390328944069612e-16,-0.24985770752234504,small
telco,2.0,3,jaccard,1251,507,0.42857142857142855,0.42857142857142855,277411.0,8.51744015350796e-06,-0.1252410300556399,negligible
telco,2.0,4,spearman,1353,405,0.07142857142857144,0.21428571428571433,222480.0,9.038956624868287e-09,-0.1879773343187977,small
telco,2.0,4,kendall,1353,405,0.04761904761904762,0.14285714285714288,218852.0,7.356176464450769e-10,-0.2012190559616034,small
telco,2.0,4,jaccard,1353,405,0.42857142857142855,0.6666666666666666,239781.0,3.460495725183087e-05,-0.12483096548137196,negligible
telco,2.0,5,spearman,1287,471,-0.2,-0.028571428571428574,227502.0,1.05764093705746e-15,-0.24938755512003918,small
telco,2.0,5,kendall,1287,471,-0.14285714285714288,-0.04761904761904762,224743.5,8.840200242210937e-17,-0.25848885721497183,small
telco,2.0,5,jaccard,1287,471,0.42857142857142855,0.6666666666666666,231152.5,3.4003855149135506e-16,-0.23734321823493798,small
telco,2.0,6,spearman,1265,493,0.10714285714285716,0.2571428571428572,238034.5,1.1677484811132196e-14,-0.23663462386453837,small
telco,2.0,6,kendall,1265,493,0.06666666666666665,0.2,244442.5,1.6924080416850156e-12,-0.21608447113341722,small
telco,2.0,6,jaccard,1265,493,0.6666666666666666,0.6666666666666666,288158.0,0.007483946472827964,-0.07589093153957782,negligible
telco,2.0,7,spearman,1326,432,-0.07142857142857144,0.1785714285714286,207132.0,4.969640682383175e-18,-0.27681414446120334,small
telco,2.0,7,kendall,1326,432,0.0,0.14285714285714288,212102.5,4.699628955049357e-16,-0.2594600162002123,small
telco,2.0,7,jaccard,1326,432,0.42857142857142855,0.6666666666666666,252751.0,7.062335897479652e-05,-0.11753882464666776,negligible
telco,2.0,8,spearman,1251,507,0.10714285714285716,0.3714285714285715,229132.0,6.931430558215344e-20,-0.2774790029909011,small
telco,2.0,8,kendall,1251,507,0.06666666666666665,0.3333333333333333,232518.5,1.5169651808254968e-18,-0.266800366412984,small
telco,2.0,8,jaccard,1251,507,0.6666666666666666,0.6666666666666666,260726.0,2.6780116263789386e-10,-0.17785377220905718,small
telco,2.0,9,spearman,1345,413,0.14285714285714288,0.19999999999999998,252330.0,0.004849303783473238,-0.09149662007074899,negligible
telco,2.0,9,kendall,1345,413,0.14285714285714288,0.14285714285714288,243849.5,0.00016856415295265928,-0.12203029784782671,negligible
telco,2.0,9,jaccard,1345,413,0.42857142857142855,0.6666666666666666,248304.0,0.00040847013079964366,-0.10599206099174596,negligible
telco,2.0,10,spearman,1310,448,0.08571428571428573,0.2571428571428572,226524.5,5.33988004236623e-13,-0.22803809978189749,small
telco,2.0,10,kendall,1310,448,0.06666666666666665,0.2,230555.0,1.1351076532923403e-11,-0.21430275354416572,small
telco,2.0,10,jaccard,1310,448,0.6666666666666666,0.6666666666666666,260260.0,0.00011520158925654823,-0.11307251908396942,negligible
telco,2.0,11,spearman,1287,471,0.0,0.09999999999999999,259586.0,3.910176139644395e-06,-0.14353068493195886,negligible
telco,2.0,11,kendall,1287,471,-0.04761904761904762,0.06666666666666665,267840.5,0.00018133077783262093,-0.11629606534065129,negligible
telco,2.0,11,jaccard,1287,471,0.42857142857142855,0.6666666666666666,270919.5,0.0002066985571112044,-0.10613731632839918,negligible
telco,2.0,12,spearman,1285,473,0.10714285714285716,0.10714285714285716,298056.0,0.5355917510911418,-0.019238078001990733,negligible
telco,2.0,12,kendall,1285,473,0.06666666666666665,0.06666666666666665,289265.0,0.12042745894885312,-0.048165118746966495,negligible
telco,2.0,12,jaccard,1285,473,0.42857142857142855,0.42857142857142855,257954.0,1.1469348479470163e-07,-0.15119487335576376,small
telco,2.0,13,spearman,1279,479,-0.028571428571428574,0.10714285714285716,242519.5,1.650880246576425e-11,-0.20828184858669274,small
telco,2.0,13,kendall,1279,479,-0.04761904761904762,0.06666666666666665,243723.0,3.7419249957358696e-11,-0.20435295711517842,small
telco,2.0,13,jaccard,1279,479,0.42857142857142855,0.6666666666666666,275926.5,0.0005140412903670438,-0.09922287277541009,negligible
telco,2.0,14,spearman,1291,467,-0.14285714285714288,0.14285714285714288,230508.0,4.431629013694276e-14,-0.23533207164739578,small
telco,2.0,14,kendall,1291,467,-0.07142857142857142,0.06666666666666665,231825.5,1.2245253975970095e-13,-0.23096150752118516,small
telco,2.0,14,jaccard,1291,467,0.42857142857142855,0.42857142857142855,253249.5,3.4227396643494556e-08,-0.15989132472047463,small
telco,2.0,15,spearman,1332,426,0.08571428571428573,0.21428571428571433,239881.5,1.5285734186738115e-06,-0.1545013323182337,small
telco,2.0,15,kendall,1332,426,0.06666666666666665,0.19999999999999998,245324.5,2.4924048640413712e-05,-0.1353166546828518,negligible
telco,2.0,15,jaccard,1332,426,0.6666666666666666,0.6666666666666666,239436.5,1.96218584323014e-07,-0.15606980219656275,small
telco,2.0,16,spearman,1258,500,0.09761904761904763,0.25,269906.5,3.4010570023832286e-06,-0.14179173290937996,negligible
telco,2.0,16,kendall,1258,500,0.06666666666666665,0.2,261621.5,3.516789228565067e-08,-0.16813513513513512,small
telco,2.0,16,jaccard,1258,500,0.42857142857142855,0.6666666666666666,281695.5,0.00024246065050644212,-0.10430683624801274,negligible
telco,2.0,17,spearman,1314,444,-0.07142857142857144,0.0,256322.5,0.00012955621529840854,-0.12130452370178402,negligible
telco,2.0,17,kendall,1314,444,-0.04761904761904762,0.04761904761904762,260631.5,0.0007668424734355944,-0.10653290276577942,negligible
telco,2.0,17,jaccard,1314,444,0.42857142857142855,0.6666666666666666,245573.0,1.0636136207515182e-07,-0.15815473007253833,small
telco,2.0,18,spearman,1269,489,0.0,0.08571428571428573,278763.5,0.0009530742342293112,-0.10154687603236534,negligible
telco,2.0,18,kendall,1269,489,0.0,0.06666666666666665,278343.5,0.0008053350526024186,-0.10290053356667805,negligible
telco,2.0,18,jaccard,1269,489,0.42857142857142855,0.42857142857142855,279440.0,0.0005165766176352743,-0.09936652050388295,negligible
telco,2.0,19,spearman,1231,527,0.3,0.4285714285714286,264281.5,7.09140682784681e-10,-0.1852430183572079,small
telco,2.0,19,kendall,1231,527,0.2,0.3333333333333333,260189.0,4.220752776167094e-11,-0.1978598415074213,small
telco,2.0,19,jaccard,1231,527,0.6666666666666666,0.6666666666666666,259436.0,6.024528699854554e-13,-0.20018127530879226,small
adult,0.0,0,spearman,10729,1482,0.8999999999999998,0.8999999999999998,7684627.0,0.035040682767702544,-0.03340323104268339,negligible
adult,0.0,0,kendall,10729,1482,0.7999999999999999,0.7999999999999999,7663396.5,0.0222433233429704,-0.03607367070141354,negligible
adult,0.0,0,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,7837400.0,0.3162543447778441,-0.014186958322626064,negligible
adult,0.0,1,spearman,10751,1460,0.8999999999999998,0.8999999999999998,7813153.0,0.775275514452004,-0.00446941539684742,negligible
adult,0.0,1,kendall,10751,1460,0.7999999999999999,0.7999999999999999,7835723.0,0.9188332526439382,-0.001593607730660307,negligible
adult,0.0,1,jaccard,10751,1460,1.0,1.0,8273412.0,3.715658587366108e-05,0.05417552747562193,negligible
adult,0.0,2,spearman,10726,1485,0.8999999999999998,0.8857142857142858,9538091.0,5.142553739031927e-36,0.19764253260430764,small
adult,0.0,2,kendall,10726,1485,0.7999999999999999,0.7333333333333333,9540178.0,2.663765351848014e-36,0.19790458503865183,small
adult,0.0,2,jaccard,10726,1485,1.0,0.6666666666666666,9258852.0,2.4053821848362186e-31,0.16258011779175296,small
adult,0.0,3,spearman,10704,1507,0.8857142857142858,0.8857142857142858,7681844.5,0.0025676639678975793,-0.04756322760847986,negligible
adult,0.0,3,kendall,10704,1507,0.7333333333333333,0.7333333333333333,7725652.0,0.00721844237594658,-0.042131736004277,negligible
adult,0.0,3,jaccard,10704,1507,0.6666666666666666,0.6666666666666666,8591765.5,3.362604041798454e-06,0.06525371633919641,negligible
adult,0.0,4,spearman,10514,1697,0.7,0.8285714285714287,6464139.0,9.346514705629971e-75,-0.27541245059902175,small
adult,0.0,4,kendall,10514,1697,0.6,0.7333333333333333,6706326.5,2.3206792772477144e-62,-0.24826482163860653,small
adult,0.0,4,jaccard,10514,1697,0.6666666666666666,0.6666666666666666,10340821.0,2.041179460640772e-33,0.15913815392648178,small
adult,0.0,5,spearman,10728,1483,0.8857142857142858,0.7714285714285715,10435377.5,7.821547852637802e-86,0.31183207095277665,small
adult,0.0,5,kendall,10728,1483,0.7333333333333333,0.6,10424827.5,6.845433923806411e-86,0.3105058296789416,small
adult,0.0,5,jaccard,10728,1483,1.0,0.6666666666666666,10435550.5,3.8759560304939425e-108,0.31185381879546625,small
adult,0.0,6,spearman,10619,1592,0.8285714285714287,0.8857142857142858,7460406.0,2.8224359194027237e-14,-0.1173962381830993,negligible
adult,0.0,6,kendall,10619,1592,0.7333333333333333,0.7333333333333333,7630985.5,2.2943152902344413e-10,-0.0972158206041035,negligible
adult,0.0,6,jaccard,10619,1592,0.6666666666666666,1.0,6544883.0,5.424447492062027e-60,-0.2257072394650529,small
adult,0.0,7,spearman,10729,1482,0.8999999999999998,0.8857142857142858,9417015.0,1.4551400542341113e-31,0.18450202881969213,small
adult,0.0,7,kendall,10729,1482,0.7999999999999999,0.7333333333333333,9370557.5,7.24016979542419e-30,0.17865845705051786,small
adult,0.0,7,jaccard,10729,1482,1.0,0.6666666666666666,9375507.5,1.276068057035065e-37,0.1792810837578831,small
adult,0.0,8,spearman,10782,1429,0.8285714285714287,0.8857142857142858,6804254.5,5.040118874285615e-13,-0.11675947225107186,negligible
adult,0.0,8,kendall,10782,1429,0.7333333333333333,0.7333333333333333,6960538.5,1.7759685774027895e-09,-0.09647269981498596,negligible
adult,0.0,8,jaccard,10782,1429,0.6666666666666666,0.6666666666666666,6471759.5,9.518284784019684e-32,-0.15991968315645166,small
adult,0.0,9,spearman,10628,1583,0.8999999999999998,0.8999999999999998,8303254.5,0.4001145400844004,-0.01293470019598053,negligible
adult,0.0,9,kendall,10628,1583,0.7999999999999999,0.7999999999999999,8276117.0,0.29136786985482777,-0.016160722543414496,negligible
adult,0.0,9,jaccard,10628,1583,1.0,1.0,8120254.5,0.010860178046332374,-0.03468917609023803,negligible
adult,0.0,10,spearman,10823,1388,0.7714285714285715,0.8999999999999998,5118291.5,3.983694122997465e-84,-0.31857527503733774,small
adult,0.0,10,kendall,10823,1388,0.6,0.7999999999999999,5500697.5,3.9294873173973464e-61,-0.2676635785514945,small
adult,0.0,10,jaccard,10823,1388,0.6666666666666666,0.6666666666666666,6233555.0,5.86237000827449e-35,-0.17009445409378732,small
adult,0.0,11,spearman,10796,1415,0.8285714285714287,0.8285714285714287,7891815.0,0.0408321308546605,0.03320756149706017,negligible
adult,0.0,11,kendall,10796,1415,0.7333333333333333,0.7333333333333333,7952160.0,0.010723939998925121,0.04110801409238074,negligible
adult,0.0,11,jaccard,10796,1415,0.6666666666666666,0.6666666666666666,6815260.0,2.6908246303701085e-14,-0.10773653898774183,negligible
adult,0.0,12,spearman,10587,1624,0.8285714285714287,0.8999999999999998,6481226.5,2.7402596816646692e-58,-0.2460748054705999,small
adult,0.0,12,kendall,10587,1624,0.7333333333333333,0.7999999999999999,6670953.0,3.0638297464635478e-49,-0.22400497217286186,small
adult,0.0,12,jaccard,10587,1624,0.6666666666666666,1.0,7956174.5,2.8285651585937725e-08,-0.07450227088617367,negligible
adult,0.0,13,spearman,10672,1539,0.8285714285714287,0.8999999999999998,6583829.5,8.894021018276766e-37,-0.19827738421237728,small
adult,0.0,13,kendall,10672,1539,0.7333333333333333,0.7999999999999999,6809262.5,3.821399310281961e-28,-0.17082607575354625,small
adult,0.0,13,jaccard,10672,1539,0.6666666666666666,0.6666666666666666,8106665.5,0.3508313121656942,-0.01283940144937279,negligible
adult,0.0,14,spearman,10695,1516,0.8285714285714287,0.8999999999999998,4805087.5,4.4197021762629475e-147,-0.4072776468179222,medium
adult,0.0,14,kendall,10695,1516,0.7333333333333333,0.7999999999999999,4939675.5,4.712484388311148e-137,-0.39067580219593157,medium
adult,0.0,14,jaccard,10695,1516,0.6666666666666666,1.0,6202232.0,1.9941387191078148e-67,-0.23493556651753278,small
adult,0.0,15,spearman,10806,1405,0.6785714285714287,0.8857142857142858,5105554.0,2.836176138393059e-89,-0.3274391517036469,small
adult,0.0,15,kendall,10806,1405,0.6,0.7333333333333333,5340271.5,3.610245623536693e-74,-0.29651952948243465,small
adult,0.0,15,jaccard,10806,1405,0.6666666666666666,0.6666666666666666,6431961.0,7.266539216587043e-25,-0.1527099416891763,small
adult,0.0,16,spearman,10707,1504,0.8999999999999998,0.8857142857142858,8212958.5,0.2029358122864744,0.020032442983214382,negligible
adult,0.0,16,kendall,10707,1504,0.7999999999999999,0.7333333333333333,8231252.0,0.15426134723551452,0.022304457811453737,negligible
adult,0.0,16,jaccard,10707,1504,1.0,0.6666666666666666,9036537.5,8.485930546170718e-19,0.12231924978488928,negligible
adult,0.0,17,spearman,10699,1512,0.7714285714285715,0.8857142857142858,5988287.5,1.365822299207212e-60,-0.25964901283856323,small
adult,0.0,17,kendall,10699,1512,0.6,0.7333333333333333,6341640.0,4.266244635608727e-43,-0.21596292191674937,small
adult,0.0,17,jaccard,10699,1512,0.6666666666666666,0.6666666666666666,7606490.0,9.19510344955047e-06,-0.059585502477361496,negligible
adult,0.0,18,spearman,10766,1445,0.8285714285714287,0.8285714285714287,7201727.5,4.084222916948948e-06,-0.07414184215719488,negligible
adult,0.0,18,kendall,10766,1445,0.7333333333333333,0.7333333333333333,7297901.0,0.0001066350213455533,-0.06177772263957981,negligible
adult,0.0,18,jaccard,10766,1445,0.6666666666666666,0.6666666666666666,8433934.5,3.529788130806502e-09,0.08427138621072228,negligible
adult,0.0,19,spearman,10770,1441,0.8999999999999998,0.8999999999999998,7441777.0,0.010178545958776644,-0.040981547813502606,negligible
adult,0.0,19,kendall,10770,1441,0.7999999999999999,0.7999999999999999,7500778.5,0.0356532525966199,-0.03337805106713654,negligible
adult,0.0,19,jaccard,10770,1441,0.6666666666666666,1.0,7422379.5,0.0021256841779070186,-0.043481294907010914,negligible
adult,0.5,0,spearman,10729,1482,0.8285714285714287,0.8285714285714287,7288338.0,1.7086361242459018e-07,-0.08324971896894529,negligible
adult,0.5,0,kendall,10729,1482,0.7333333333333333,0.7333333333333333,7411760.5,1.8047550565354973e-05,-0.06772524527404322,negligible
adult,0.5,0,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,9322372.0,2.471186401003286e-34,0.17259753195804528,small
adult,0.5,1,spearman,10751,1460,0.8857142857142858,0.8285714285714287,8983297.5,1.5226049621814003e-19,0.1446271961958301,negligible
adult,0.5,1,kendall,10751,1460,0.7333333333333333,0.7333333333333333,9060992.0,2.6268972986463896e-22,0.154526816874633,small
adult,0.5,1,jaccard,10751,1460,0.6666666666666666,0.6666666666666666,9288961.5,1.3732574213258022e-37,0.18357406701893297,small
adult,0.5,2,spearman,10726,1485,0.8999999999999998,0.8285714285714287,10363003.0,4.574708493244219e-81,0.3012219277742305,small
adult,0.5,2,kendall,10726,1485,0.7999999999999999,0.7333333333333333,10440558.5,8.341550076650033e-87,0.3109601201900287,small
adult,0.5,2,jaccard,10726,1485,1.0,0.6666666666666666,9847577.5,3.509682584992182e-64,0.23650294981639375,small
adult,0.5,3,spearman,10704,1507,0.8857142857142858,0.8285714285714287,9130345.0,6.436959071461917e-17,0.13202972575415384,negligible
adult,0.5,3,kendall,10704,1507,0.7333333333333333,0.7333333333333333,9193084.0,5.470526822337704e-19,0.13980844747431775,negligible
adult,0.5,3,jaccard,10704,1507,0.6666666666666666,0.6666666666666666,9358434.0,1.270320448465168e-29,0.1603094378699106,small
adult,0.5,4,spearman,10514,1697,0.7,0.7714285714285715,6942317.0,4.797084456455126e-49,-0.22181183569927077,small
adult,0.5,4,kendall,10514,1697,0.6,0.6,7262984.0,1.0195418943868781e-35,-0.1858671699512472,small
adult,0.5,4,jaccard,10514,1697,0.6666666666666666,0.6666666666666666,10556717.0,6.371204061326572e-45,0.18333867832199258,small
adult,0.5,5,spearman,10728,1483,0.7142857142857143,0.7142857142857144,7782685.5,0.17510017621913332,-0.02163803494036065,negligible
adult,0.5,5,kendall,10728,1483,0.6,0.6,7943641.0,0.9291069929425777,-0.0014043072293852266,negligible
adult,0.5,5,jaccard,10728,1483,0.6666666666666666,0.6666666666666666,10228790.0,6.026125418306494e-89,0.2858619411747254,small
adult,0.5,6,spearman,10619,1592,0.8857142857142858,0.7714285714285715,10140438.5,3.067183955340139e-38,0.19966516119537325,small
adult,0.5,6,kendall,10619,1592,0.7333333333333333,0.6,10312999.5,1.1392811710752142e-46,0.22008000024607455,small
adult,0.5,6,jaccard,10619,1592,0.6666666666666666,0.6666666666666666,9281374.0,1.0922941717510965e-12,0.09803348600995365,negligible
adult,0.5,7,spearman,10729,1482,0.8999999999999998,0.8857142857142858,9927496.5,1.1073261203516127e-55,0.2487120117521735,small
adult,0.5,7,kendall,10729,1482,0.7999999999999999,0.7333333333333333,9930245.0,3.3980723082940653e-56,0.2490577268037275,small
adult,0.5,7,jaccard,10729,1482,1.0,0.6666666666666666,9095981.5,2.385043253232594e-24,0.1441214164845641,negligible
adult,0.5,8,spearman,10782,1429,0.8857142857142858,0.8285714285714287,8348802.5,2.1342629007322493e-07,0.08373382068110047,negligible
adult,0.5,8,kendall,10782,1429,0.7333333333333333,0.7333333333333333,8387443.5,3.231367366513606e-08,0.08874969673816824,negligible
adult,0.5,8,jaccard,10782,1429,0.6666666666666666,0.6666666666666666,8564605.5,9.049784655470275e-15,0.11174658175724805,negligible
adult,0.5,9,spearman,10628,1583,0.8999999999999998,0.8999999999999998,8783972.0,0.0035524864566518935,0.04421151437067383,negligible
adult,0.5,9,kendall,10628,1583,0.7999999999999999,0.7999999999999999,8771495.5,0.0047773609612487885,0.0427283465100472,negligible
adult,0.5,9,jaccard,10628,1583,1.0,1.0,8852013.0,4.798133896494828e-05,0.0523000187112268,negligible
adult,0.5,10,spearman,10823,1388,0.8857142857142858,0.7714285714285715,9829209.5,1.5114112550991444e-79,0.3086137005166445,small
adult,0.5,10,kendall,10823,1388,0.7333333333333333,0.6,9893730.0,8.284925228713439e-85,0.31720364971491755,small
adult,0.5,10,jaccard,10823,1388,1.0,0.6666666666666666,9948493.5,2.7484514971699425e-113,0.32449459883836873,small
adult,0.5,11,spearman,10796,1415,0.8285714285714287,0.7142857142857143,9244993.5,2.970302021730667e-38,0.2103676011400637,small
adult,0.5,11,kendall,10796,1415,0.7333333333333333,0.6,9310741.0,7.638247825178555e-42,0.21897535666265622,small
adult,0.5,11,jaccard,10796,1415,0.6666666666666666,0.6666666666666666,8455336.5,5.450869537231042e-14,0.10698459185904485,negligible
adult,0.5,12,spearman,10587,1624,0.8857142857142858,0.8857142857142858,8942309.5,0.008519037783519865,0.04020935378968815,negligible
adult,0.5,12,kendall,10587,1624,0.7333333333333333,0.7333333333333333,9067259.5,0.00030961997570905805,0.05474409548656434,negligible
adult,0.5,12,jaccard,10587,1624,0.6666666666666666,0.6666666666666666,9499385.5,1.1148176856792138e-14,0.10501092054062022,negligible
adult,0.5,13,spearman,10672,1539,0.7999999999999999,0.8285714285714287,7059209.5,3.5525363022744024e-19,-0.14038966140711318,negligible
adult,0.5,13,kendall,10672,1539,0.6,0.7333333333333333,7271052.5,1.4796843419305064e-13,-0.11459322726550958,negligible
adult,0.5,13,jaccard,10672,1539,0.6666666666666666,0.6666666666666666,8937737.5,8.789006049884337e-11,0.0883614601081526,negligible
adult,0.5,14,spearman,10695,1516,0.7142857142857143,0.7428571428571429,7989112.5,0.3584670826432572,-0.014518349387736995,negligible
adult,0.5,14,kendall,10695,1516,0.6,0.6,8224747.5,0.3525446954311924,0.014547954127455798,negligible
adult,0.5,14,jaccard,10695,1516,0.6666666666666666,0.6666666666666666,8757660.0,3.892403519537591e-09,0.0802843535249993,negligible
adult,0.5,15,spearman,10806,1405,0.8285714285714287,0.8285714285714287,7696815.5,0.39352420417555767,0.013910882513537004,negligible
adult,0.5,15,kendall,10806,1405,0.7333333333333333,0.7333333333333333,7694411.5,0.40160546303903766,0.013594200664847511,negligible
adult,0.5,15,jaccard,10806,1405,0.6666666666666666,0.6666666666666666,8478148.0,1.4274713060879134e-15,0.1168367646022408,negligible
adult,0.5,16,spearman,10707,1504,0.8857142857142858,0.7999999999999999,9343483.5,3.3082126306295273e-24,0.160441307535933,small
adult,0.5,16,kendall,10707,1504,0.7333333333333333,0.6,9357747.0,5.316175411564615e-25,0.1622128047072009,small
adult,0.5,16,jaccard,10707,1504,0.6666666666666666,0.6666666666666666,9608096.5,1.7689305283817944e-42,0.1933056943260425,small
adult,0.5,17,spearman,10699,1512,0.7142857142857143,0.7142857142857144,8070592.5,0.8890940014951174,-0.0022070375958589405,negligible
adult,0.5,17,kendall,10699,1512,0.6,0.6,8686694.0,2.290329527102167e-06,0.07396354601700894,negligible
adult,0.5,17,jaccard,10699,1512,0.6666666666666666,0.6666666666666666,9613779.0,1.0355439556895051e-41,0.1885820066257491,small
adult,0.5,18,spearman,10766,1445,0.8999999999999998,0.8999999999999998,8498630.0,4.569561760387642e-09,0.0925886762568564,negligible
adult,0.5,18,kendall,10766,1445,0.7999999999999999,0.7999999999999999,8513347.0,2.0753100059951155e-09,0.09448070209495874,negligible
adult,0.5,18,jaccard,10766,1445,1.0,1.0,8550456.0,1.3295307825001725e-13,0.09925145610910158,negligible
adult,0.5,19,spearman,10770,1441,0.8999999999999998,0.8857142857142858,10358474.0,6.496431956001833e-98,0.334891881669402,medium
adult,0.5,19,kendall,10770,1441,0.7999999999999999,0.7333333333333333,10353761.5,5.294743790413993e-98,0.3342845839156625,medium
adult,0.5,19,jaccard,10770,1441,1.0,0.6666666666666666,9335582.5,3.318889705559109e-47,0.20307231450355911,small
adult,1.0,0,spearman,10729,1482,0.7,0.7,7974835.0,0.8460705584763248,0.0031000520868120773,negligible
adult,1.0,0,kendall,10729,1482,0.6,0.6,8168649.0,0.08227825176837823,0.027478592018378434,negligible
adult,1.0,0,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,9520582.0,3.2661152220256765e-44,0.19752901471902118,small
adult,1.0,1,spearman,10751,1460,0.7142857142857143,0.6785714285714287,8660887.5,1.1736188597354522e-10,0.10354659585664527,negligible
adult,1.0,1,kendall,10751,1460,0.6,0.5238095238095238,8817198.5,1.038990925041131e-14,0.12346331593238213,negligible
adult,1.0,1,jaccard,10751,1460,0.6666666666666666,0.6666666666666666,9708115.0,1.4295010821136424e-59,0.23698145951380112,small
adult,1.0,2,spearman,10726,1485,0.8857142857142858,0.7714285714285715,10155677.0,2.4468562597600508e-67,0.2751892095170112,small
adult,1.0,2,kendall,10726,1485,0.7333333333333333,0.6,10249352.0,9.40640852880186e-74,0.28695143366036513,small
adult,1.0,2,jaccard,10726,1485,1.0,0.6666666666666666,9729935.0,3.617829367569534e-55,0.2217312662958757,small
adult,1.0,3,spearman,10704,1507,0.8285714285714287,0.7714285714285715,10312759.0,1.672452971621806e-69,0.2786318307291433,small
adult,1.0,3,kendall,10704,1507,0.7333333333333333,0.6,10422408.0,3.2538636257069797e-77,0.29222670884154955,small
adult,1.0,3,jaccard,10704,1507,0.6666666666666666,0.6666666666666666,9859650.0,5.377926520591389e-56,0.22245291777385656,small
adult,1.0,4,spearman,10514,1697,0.8857142857142858,0.7142857142857143,11682381.5,2.2194139249315855e-94,0.3095182795809812,small
adult,1.0,4,kendall,10514,1697,0.7333333333333333,0.6,11641095.5,9.981532906204557e-93,0.3048903899943607,small
adult,1.0,4,jaccard,10514,1697,1.0,0.6666666666666666,10731771.0,1.545631849419418e-52,0.20296108261633705,small
